STITCH_1,STITCH_2,Polypharmacy_Side_Effect,Side_Effect_Name,STITCH_1_encoded,STITCH_2_encoded,drug_interaction_score,drug_sum,drug_diff,severity,affected_system,side_effect_category,severity_encoded,system_encoded,category_encoded,has_severe_interaction
CID000004920,CID000083786,C0004096,asthma,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0011991,diarrhea,32,30,960,62,2,mild,other,gastrointestinal,0,0,1,0
CID000004920,CID000083786,C0085624,burning sensation,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0085649,edema extremities,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0037199,Sinusitis,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0029443,osteomyelitis,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0311394,difficulty in walking,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0030196,Extremity pain,32,30,960,62,2,moderate,other,pain,1,0,7,0
CID000004920,CID000083786,C0020443,elevated cholesterol,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0040435,tooth disease,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0003467,Anxiety,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0231528,aching muscles,32,30,960,62,2,moderate,other,pain,1,0,7,0
CID000004920,CID000083786,C0041755,ADVERSE DRUG EFFECT,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0040822,tremor,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0003862,Aching joints,32,30,960,62,2,moderate,other,pain,1,0,7,0
CID000004920,CID000083786,C0041912,Infection Upper Respiratory,32,30,960,62,2,moderate,other,respiratory,1,0,8,0
CID000004920,CID000083786,C0151786,muscle weakness,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000004920,CID000083786,C0031117,neuropathy peripheral,32,30,960,62,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0011615,allergic dermatitis,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0043096,loss of weight,39,41,1599,80,2,mild,other,other,0,0,6,0
CID000005478,CID006398525,C0020538,High blood pressure,39,41,1599,80,2,moderate,other,cardiovascular,1,0,0,0
CID000005478,CID006398525,C0015230,eruption,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0004604,Back Ache,39,41,1599,80,2,moderate,other,pain,1,0,7,0
CID000005478,CID006398525,C0019917,hordeolum,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0037199,Sinusitis,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0151904,Aspartate Aminotransferase Increase,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0398353,Hypoventilation,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0015967,body temperature increased,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0027051,heart attack,39,41,1599,80,2,severe,other,cardiovascular,2,0,0,1
CID000005478,CID006398525,C0231807,Dyspnea exertional,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0011334,dental caries,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0020456,hyperglycaemia,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0497247,arterial pressure NOS increased,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0013604,edema,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0032617,polyuria,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0020615,hypoglycaemia,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0013404,Difficulty breathing,39,41,1599,80,2,moderate,other,respiratory,1,0,8,0
CID000005478,CID006398525,C0002871,anaemia,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0031090,periodontal disease,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0015672,Fatigue,39,41,1599,80,2,mild,other,other,0,0,6,0
CID000005478,CID006398525,C0039231,heart rate increased,39,41,1599,80,2,moderate,other,cardiovascular,1,0,0,0
CID000005478,CID006398525,C0917801,insomnia,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0085631,agitated,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0008033,pleural pain,39,41,1599,80,2,moderate,other,pain,1,0,7,0
CID000005478,CID006398525,C0011991,diarrhea,39,41,1599,80,2,mild,other,gastrointestinal,0,0,1,0
CID000005478,CID006398525,C0011849,Diabetes,39,41,1599,80,2,moderate,other,metabolic,1,0,4,0
CID000005478,CID006398525,C0006277,bronchitis,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0020649,arterial pressure NOS decreased,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0085602,excessive thirst,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0028754,obesity,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0277925,Cold extremities,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0011168,deglutition disorder,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0020505,hyperalimentation,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0019348,herpes simplex,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0003862,Aching joints,39,41,1599,80,2,moderate,other,pain,1,0,7,0
CID000005478,CID006398525,C0004238,AFIB,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0026858,musculoskeletal pain,39,41,1599,80,2,moderate,other,pain,1,0,7,0
CID000005478,CID006398525,C0026946,fungal disease,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0017979,glucosuria,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0016169,fistula,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0007117,basal cell carcinoma,39,41,1599,80,2,moderate,other,other,1,0,6,0
CID000005478,CID006398525,C0018681,Head ache,39,41,1599,80,2,moderate,other,pain,1,0,7,0
CID000003937,CID005311048,C0231807,Dyspnea exertional,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0085602,excessive thirst,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0043096,loss of weight,22,37,814,59,15,mild,other,other,0,0,6,0
CID000003937,CID005311048,C0267596,haemorrhage rectum,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0038002,enlarged spleen,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0015967,body temperature increased,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0162297,pulmonary arrest,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018926,haematemesis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0009676,confusion,22,37,814,59,15,moderate,other,neurological,1,0,5,0
CID000003937,CID005311048,C0042029,Infection Urinary Tract,22,37,814,59,15,moderate,other,infectious,1,0,3,0
CID000003937,CID005311048,C0236124,Gastrointestinal Obstruction,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0042024,Incontinence,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0151825,bone pain,22,37,814,59,15,moderate,other,pain,1,0,7,0
CID000003937,CID005311048,C0342579,Electrolyte disorder,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0002871,anaemia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0005747,Blepharospasm,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0033246,proctitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018188,granuloma,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0005001,benign prostatic hyperplasia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0021845,intestinal perforation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0036983,septic shock,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0080274,bladder retention,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0030193,Pain,22,37,814,59,15,moderate,other,pain,1,0,7,0
CID000003937,CID005311048,C0025287,meningeal irritation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0027497,nausea,22,37,814,59,15,mild,other,gastrointestinal,0,0,1,0
CID000003937,CID005311048,C0039070,Fainting,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0036117,Salmonella,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0002170,alopecia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0032300,lobar pneumonia,22,37,814,59,15,moderate,other,respiratory,1,0,8,0
CID000003937,CID005311048,C0022658,disorder Renal,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0020625,blood sodium decreased,22,37,814,59,15,moderate,other,hematological,1,0,2,0
CID000003937,CID005311048,C0085682,Hypophosphataemia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0020621,hypokalaemia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0032227,Pleural Effusion,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0151723,Hypomagnesaemia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0149871,deep vein thromboses,22,37,814,59,15,severe,other,other,2,0,6,1
CID000003937,CID005311048,C0003962,ascites,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0023530,leucopenia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0011854,insulin dependent diabetes mellitus,22,37,814,59,15,moderate,other,metabolic,1,0,4,0
CID000003937,CID005311048,C1260880,rhinorrhea,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0015544,failure to thrive,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0235329,Small intestinal obstruction,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0004144,atelectasis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0750426,increased white blood cell count,22,37,814,59,15,moderate,other,hematological,1,0,2,0
CID000003937,CID005311048,C0015256,Excoriation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0032285,neumonia,22,37,814,59,15,severe,other,other,2,0,6,1
CID000003937,CID005311048,C0037199,Sinusitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0007177,Cardiac tamponade,22,37,814,59,15,moderate,other,cardiovascular,1,0,0,0
CID000003937,CID005311048,C0085614,Atrioventricular block first degree,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0085593,chill,22,37,814,59,15,mild,other,other,0,0,6,0
CID000003937,CID005311048,C0235946,cerebral atrophy,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018674,head injury,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0028081,night sweat,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0006112,metabolic encephalopathy,22,37,814,59,15,moderate,other,metabolic,1,0,4,0
CID000003937,CID005311048,C0004134,Ataxia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0159877,ankle fracture,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C1510431,Superficial thrombophlebitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0265031,Bleeding hemorrhoids,22,37,814,59,15,moderate,other,hematological,1,0,2,0
CID000003937,CID005311048,C0019193,hepatitis toxic,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0013221,drug toxicity NOS,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0032290,aspiration pneumonia,22,37,814,59,15,moderate,other,respiratory,1,0,8,0
CID000003937,CID005311048,C0014130,endocrine disorder,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0152025,polyneuropathy,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0004093,asthenia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0011991,diarrhea,22,37,814,59,15,mild,other,gastrointestinal,0,0,1,0
CID000003937,CID005311048,C0037284,skin lesion,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0034067,emphysema,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0006840,Candida Infection,22,37,814,59,15,moderate,other,infectious,1,0,3,0
CID000003937,CID005311048,C0027080,myoglobinuria,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0009421,coma,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018989,hemiparesis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0031117,neuropathy peripheral,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0004623,Bacterial infection,22,37,814,59,15,moderate,other,infectious,1,0,3,0
CID000003937,CID005311048,C0010692,Bladder inflammation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0037195,Sinus headache,22,37,814,59,15,moderate,other,neurological,1,0,5,0
CID000003937,CID005311048,C0151465,renal abscess,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0011615,allergic dermatitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0398353,Hypoventilation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018800,cardiac enlargement,22,37,814,59,15,moderate,other,cardiovascular,1,0,0,0
CID000003937,CID005311048,C0038362,mucositis oral,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0235896,lung infiltration,22,37,814,59,15,moderate,other,respiratory,1,0,8,0
CID000003937,CID005311048,C0014335,enteritis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0012813,diverticulitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0022660,acute kidney failure,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0008767,Scar,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0008311,Cholangitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0011606,dermatitis exfoliative,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0151766,Abnormal LFTs,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0519030,pneumonia Klebsiella,22,37,814,59,15,moderate,other,respiratory,1,0,8,0
CID000003937,CID005311048,C0039239,sinus tachycardia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0038353,gastric dilatation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0005687,distended bladder,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0575090,balance disorder,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0030312,bone marrow failure,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0149521,pancreatitis relapsing,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0011168,deglutition disorder,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0040046,Thrombophlebitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0014549,Convulsions Grand Mal,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0001623,adrenal insufficiency,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0836924,increased platelet count,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0026946,fungal disease,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0152029,nasal sinus congestion,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0235761,nasal septal perforation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0013362,dysarthria,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0031154,peritonitis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0085610,sinus bradycardia,22,37,814,59,15,moderate,other,cardiovascular,1,0,0,0
CID000003937,CID005311048,C0042487,phlebothrombosis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0005758,bleb,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0001122,Acidosis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0037011,shoulder pain,22,37,814,59,15,moderate,other,pain,1,0,7,0
CID000003937,CID005311048,C0040136,thyroid neoplasia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0085649,edema extremities,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0014591,epistaxis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0040034,thrombocytopenia,22,37,814,59,15,severe,other,hematological,2,0,2,1
CID000003937,CID005311048,C0026764,Multiple Myeloma,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0027947,Neutropenia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0438215,Abnormal Laboratory Findings,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0011175,dehydration,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0000737,abdominal pain,22,37,814,59,15,moderate,other,gastrointestinal,1,0,1,0
CID000003937,CID005311048,C0264906,atrioventricular block second degree,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0032371,Polio,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0242184,hypoxia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0013404,Difficulty breathing,22,37,814,59,15,moderate,other,respiratory,1,0,8,0
CID000003937,CID005311048,C0004610,Bacteraemia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0221150,odynophagia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0010823,CMV infection,22,37,814,59,15,moderate,other,infectious,1,0,3,0
CID000003937,CID005311048,C0243026,sepsis,22,37,814,59,15,severe,other,infectious,2,0,3,1
CID000003937,CID005311048,C1384666,Decreased hearing,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0740401,duodenal ulcer perforation,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0042963,emesis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C1253936,joint effusion,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018932,haematochezia,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0021141,ADH inappropriate,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0085605,Hepatic failure,22,37,814,59,15,severe,other,other,2,0,6,1
CID000003937,CID005311048,C0023518,leucocytosis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0018818,ventricular septal defect,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0023211,bundle branch block left,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0020649,arterial pressure NOS decreased,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000003937,CID005311048,C0220981,metabolic acidosis,22,37,814,59,15,moderate,other,metabolic,1,0,4,0
CID000003937,CID005311048,C0003868,gouty arthritis,22,37,814,59,15,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0231807,Dyspnea exertional,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0016663,Bone Fracture Spontaneous,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0004604,Back Ache,25,16,400,41,9,moderate,other,pain,1,0,7,0
CID000004158,CID000005523,C0027404,narcolepsy,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0015967,body temperature increased,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0018926,haematemesis,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0027121,muscle inflammation,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0009676,confusion,25,16,400,41,9,moderate,other,neurological,1,0,5,0
CID000004158,CID000005523,C0042024,Incontinence,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0149801,urosepsis,25,16,400,41,9,moderate,other,infectious,1,0,3,0
CID000004158,CID000005523,C0678222,Breast cancer,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0221706,road traffic accident,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0033774,itch,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0003873,Arthritis rheumatoid,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0002871,anaemia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0027796,Neuralgia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0008033,pleural pain,25,16,400,41,9,moderate,other,pain,1,0,7,0
CID000004158,CID000005523,C0017168,acid reflux,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0019291,hernia hiatal,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0030193,Pain,25,16,400,41,9,moderate,other,pain,1,0,7,0
CID000004158,CID000005523,C0030196,Extremity pain,25,16,400,41,9,moderate,other,pain,1,0,7,0
CID000004158,CID000005523,C0027497,nausea,25,16,400,41,9,mild,other,gastrointestinal,0,0,1,0
CID000004158,CID000005523,C0039070,Fainting,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0002170,alopecia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0428977,bradycardia,25,16,400,41,9,moderate,other,cardiovascular,1,0,0,0
CID000004158,CID000005523,C0206062,ild,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0020625,blood sodium decreased,25,16,400,41,9,moderate,other,hematological,1,0,2,0
CID000004158,CID000005523,C0039240,Supraventricular tachycardia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0020621,hypokalaemia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0032227,Pleural Effusion,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0149871,deep vein thromboses,25,16,400,41,9,severe,other,other,2,0,6,1
CID000004158,CID000005523,C0016382,facial flushing,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0002064,respiratory alkalosis,25,16,400,41,9,moderate,other,respiratory,1,0,8,0
CID000004158,CID000005523,C0006444,bursitis,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0004144,atelectasis,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0750426,increased white blood cell count,25,16,400,41,9,moderate,other,hematological,1,0,2,0
CID000004158,CID000005523,C0032285,neumonia,25,16,400,41,9,severe,other,other,2,0,6,1
CID000004158,CID000005523,C0037199,Sinusitis,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0036396,ischias,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0010200,Cough,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0018674,head injury,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0016204,flatulence,25,16,400,41,9,mild,other,other,0,0,6,0
CID000004158,CID000005523,C0020517,allergies,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0020456,hyperglycaemia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0028081,night sweat,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0004238,AFIB,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0012833,dizziness,25,16,400,41,9,mild,other,neurological,0,0,5,0
CID000004158,CID000005523,C0020598,Blood calcium decreased,25,16,400,41,9,moderate,other,hematological,1,0,2,0
CID000004158,CID000005523,C0085680,hypochloraemia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0015672,Fatigue,25,16,400,41,9,mild,other,other,0,0,6,0
CID000004158,CID000005523,C0013221,drug toxicity NOS,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0032290,aspiration pneumonia,25,16,400,41,9,moderate,other,respiratory,1,0,8,0
CID000004158,CID000005523,C0151786,muscle weakness,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0023798,lipoma,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0004093,asthenia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0042571,spinning sensation,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0004096,asthma,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0006277,bronchitis,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0034065,Embolism pulmonary,25,16,400,41,9,severe,other,other,2,0,6,1
CID000004158,CID000005523,C0016053,fibromyalgia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0029443,osteomyelitis,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0037763,muscle spasm,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0149745,mouth ulcer,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0034069,lung fibrosis,25,16,400,41,9,moderate,other,respiratory,1,0,8,0
CID000004158,CID000005523,C0151699,haemorrhage intracranial,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0032326,pneumothorax,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0029442,osteomalacia,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0085584,encephalopathy,25,16,400,41,9,moderate,other,other,1,0,6,0
CID000004158,CID000005523,C0020040,hot flash,25,16,400,41,9,moderate,other,other,1,0,6,0
